age,gender,nationality,num_unemployment,last_job_duration,education,num_moves,total_employment_duration,job_search_duration,wage,skill_level,industry,region,benefit_duration,training_participation,number_of_jobs,LTU
20,Male,German,0,1.8669780095370558,Low,1,11.124315924861094,7.554364544209646,3014.792047157725,High,Services,Suburban,0,0,2,0
54,Female,German,3,0.7596331226255897,High,3,8.08224988171931,3.8606727479750664,4050.1505427597185,Medium,Manufacturing,Urban,1,1,2,1
34,Male,German,0,4.628849797233182,Medium,4,6.146329715535615,4.436372273282354,3174.474245169333,Medium,Services,Rural,2,0,5,1
19,Male,Non-German,0,7.371423329228309,Medium,4,3.739375943618561,6.242638464513115,3567.3097164090696,Low,Tech,Suburban,8,0,5,0
19,Male,German,0,2.2355455228676964,Medium,1,11.308409527053362,5.264141563710082,2831.7564040063658,Low,Manufacturing,Suburban,1,0,1,1
45,Male,German,1,1.6390081126499876,Medium,2,1.9679425094686867,3.7824368411789786,3162.8082883319335,Medium,Services,Urban,0,0,3,0
40,Male,Non-German,1,1.5093530325858189,Low,3,11.97150987275475,7.063850642737707,3341.30455203376,Medium,Services,Suburban,1,0,8,1
54,Female,German,0,1.6405335447992397,Medium,0,9.803989481730456,4.855425254811395,3692.447012539188,High,Manufacturing,Urban,0,0,3,0
49,Male,Non-German,2,6.2995673724816035,Medium,1,2.1688344479406023,4.310558058464185,2654.6234543284645,Medium,Tech,Rural,0,1,6,1
50,Female,German,0,1.563038960480217,Medium,2,8.503845659514557,5.651240585192198,2632.8807297672975,Low,Services,Urban,2,0,1,0
18,Female,Non-German,1,1.8294663982209203,Medium,3,18.614899501465402,4.213501004963205,1458.014057972725,Low,Services,Suburban,0,0,3,0
36,Male,German,0,0.5192914956980559,High,2,12.757673137853907,5.931637342339021,2690.279155320141,High,Tech,Urban,1,0,2,1
19,Male,German,3,3.587297547726141,Medium,1,4.687891283249364,5.280602328053341,3762.428292078206,Medium,Services,Urban,2,1,1,0
61,Male,German,2,2.8655408756980263,Low,1,10.866822728954837,4.974839792506479,3370.5795648001076,Medium,Tech,Urban,1,0,2,0
43,Female,German,1,0.7256424483948796,Medium,0,2.336347481852486,4.9873328749375485,2202.5984780753874,High,Services,Urban,0,0,3,0
49,Male,Non-German,1,1.214340805363841,Medium,2,2.5147432955755082,7.991230328050488,1476.9100199006398,Medium,Tech,Suburban,12,0,4,1
23,Female,Non-German,3,6.065866741071115,Medium,2,7.730777320129137,6.738434822555356,2886.063411929948,Low,Tech,Urban,1,0,2,1
49,Male,German,1,3.0654155125375357,Medium,1,10.206609074316297,2.581606947633293,3739.0222821151815,High,Manufacturing,Urban,4,0,2,0
21,Female,German,1,3.203370790894595,High,2,11.245321275685672,7.76597241092358,2616.881334552147,High,Tech,Suburban,1,1,3,0
28,Male,Non-German,1,3.211307650052123,Low,3,11.300734898213474,7.03311408959967,1844.061996683361,Low,Services,Urban,1,0,5,1
34,Male,Non-German,2,5.789250776422353,Medium,2,9.979000450140802,6.915029803690072,2528.3942621563083,High,Manufacturing,Urban,1,0,3,0
55,Female,German,1,0.9095712753585792,High,2,1.544035491615599,7.775821772503503,3260.9270911326107,Medium,Services,Rural,1,1,3,1
41,Female,German,0,2.207208959647091,High,3,7.756273459410862,6.030060073821594,3993.9498292205526,Medium,Manufacturing,Urban,0,0,2,1
22,Male,German,1,2.662069586674978,Medium,2,11.874727566524886,7.240167363223913,2794.643977500489,High,Tech,Urban,1,0,1,0
51,Female,German,2,0.0,High,2,9.773163706429703,5.071056120287308,3843.9139300413976,High,Services,Urban,6,0,3,0
23,Male,German,1,1.1677169668373133,Low,1,8.728424128229307,7.695160636418355,3755.2337185192678,Low,Other,Urban,3,0,4,1
39,Female,German,0,5.093349654561875,High,4,9.316903467641254,6.436227110081113,2058.6678740916104,Low,Manufacturing,Suburban,0,0,2,0
28,Female,German,5,4.520426992660235,Medium,5,9.25007951910888,3.246076691128213,4000.566494615321,Low,Services,Urban,2,0,1,0
65,Male,Non-German,2,4.874133750204063,Low,1,0.1404108680926237,8.07276993586109,3236.0902136617137,Medium,Manufacturing,Suburban,6,1,5,1
33,Male,German,0,1.8218195549371976,Low,1,12.619564570541574,5.742190702459231,2034.6535570046249,Low,Services,Urban,3,1,2,1
50,Male,German,3,2.068609519762327,Medium,4,7.557868370052846,5.463754581964304,4408.665071950187,Medium,Tech,Urban,0,1,2,1
26,Female,German,3,0.0,Low,2,10.830345829942244,5.114665078713526,2899.539529655933,Low,Tech,Urban,6,0,5,0
23,Female,German,0,4.863869084632619,Medium,4,0.0,5.2612727621435145,1445.2454781512663,Medium,Tech,Suburban,1,0,1,0
33,Male,German,2,5.1933045375321925,Low,3,14.643967616562492,6.459270630147651,2434.986921676713,Low,Tech,Rural,1,0,3,1
46,Male,German,1,5.167841933071216,Low,2,3.3743534249084854,4.024840009669396,2238.036606627819,High,Manufacturing,Suburban,2,0,6,1
20,Female,German,1,6.208182506954479,Medium,2,18.165364128122103,2.8627746510351053,2454.608052708106,Low,Services,Rural,5,1,4,1
37,Female,German,2,3.8442171869798116,Medium,0,16.476961548915803,3.871068921800757,2643.8516702734023,Medium,Services,Urban,8,0,6,1
53,Female,German,2,6.113763673093384,Medium,2,2.7003359223101464,6.763435701680071,2794.0885869720555,High,Services,Urban,7,1,0,0
36,Male,German,0,2.599050781684243,Medium,0,11.268146745036765,5.676123706873477,2763.9978331862912,Medium,Manufacturing,Urban,0,0,3,1
43,Male,Non-German,1,0.0,High,4,3.931152568399363,8.226386249153954,2922.011819218353,Low,Services,Urban,7,0,5,1
20,Male,German,0,4.721449354480235,Medium,3,5.442375856501915,5.870174534509958,3469.9147091340437,Low,Services,Urban,0,0,3,0
36,Female,Non-German,1,0.0,Medium,3,5.5326695960913295,7.685026216472393,2402.850912618175,Medium,Services,Urban,0,0,4,1
37,Male,German,3,3.3404040989867307,Medium,0,9.79172269351756,4.614370783899817,3944.8004248031566,Medium,Tech,Urban,2,1,1,0
49,Female,German,0,4.910647604248512,Low,4,9.298547161717611,5.129715581195561,2019.8532011426605,Medium,Services,Urban,1,1,7,1
24,Male,German,2,3.648517592070394,Low,2,3.1936367133062005,6.019048315867216,3492.09508466034,Medium,Manufacturing,Urban,2,0,2,0
58,Female,German,3,7.556486141164551,Medium,1,9.759805613612441,5.706046035905724,4314.617062148747,Medium,Manufacturing,Urban,1,0,4,1
50,Female,Non-German,4,0.0,High,1,7.183563494026232,5.519269936734588,2858.1147610880726,Medium,Tech,Rural,8,0,4,1
57,Female,Non-German,1,2.8342786549281693,Low,3,0.7177884733550357,4.2557708949836055,3154.7722967905916,Medium,Other,Urban,0,0,1,1
56,Male,Non-German,3,3.0349109305053115,Low,2,6.263870944923952,2.8288759082681016,2225.6220876996226,High,Services,Suburban,0,0,3,0
35,Male,German,0,0.3117943676351729,Low,1,14.64170741397339,7.262033143976988,2590.5746206999784,Low,Services,Suburban,7,1,3,1
57,Male,German,5,0.6925344185514288,High,2,6.3988749151882605,7.038520708715423,4254.142829771723,Medium,Other,Urban,0,0,6,0
18,Female,German,3,1.3097427783467999,Medium,1,0.6578527558963758,4.772261553852565,3598.7858355069134,Low,Services,Urban,2,0,4,0
28,Female,German,2,0.8007054119014754,Low,2,11.257866930994027,6.757767575605672,3334.835456075178,Medium,Tech,Urban,3,1,3,0
45,Female,German,0,2.784010699672264,Medium,3,4.289959261160562,5.667107981060125,1449.620362226762,High,Tech,Suburban,2,0,3,1
42,Female,German,1,1.7940701996956805,Medium,2,8.85771572164979,8.21234350358466,2426.821679146732,Medium,Services,Urban,3,0,3,1
40,Female,German,0,3.6358167681913502,Medium,1,7.312054018367288,3.3754808133492626,4391.1934482614815,High,Services,Urban,0,0,3,1
48,Male,German,2,4.298860932406125,Low,0,15.04668092854751,5.746547316874492,3328.6655704993204,Medium,Manufacturing,Urban,5,0,4,1
47,Female,Non-German,0,4.163557919437778,High,0,7.314866702143251,5.5869065311021116,3428.476317475238,High,Services,Rural,0,0,3,0
59,Male,Non-German,0,2.1797475096304875,Medium,1,3.421642898640896,6.322231917712355,3136.444123156885,Medium,Tech,Urban,1,0,1,1
52,Male,Non-German,2,3.5689512589289443,Medium,2,6.1246095837527035,9.0742756217636,2509.6084088531634,Low,Tech,Suburban,0,1,4,1
24,Female,German,2,5.070257832353466,Low,2,3.0848954038014638,5.752565659723027,3266.0332723651545,Low,Tech,Urban,2,1,5,1
33,Male,German,1,3.8911291625549795,Medium,2,7.162941153342363,7.486264359716402,1775.8286833419922,Medium,Services,Rural,3,1,5,0
43,Male,German,2,6.717955388886841,Medium,1,15.079162931348442,5.704367469848458,1715.6362407687377,Low,Manufacturing,Suburban,8,0,3,1
65,Female,Non-German,1,4.964357973533376,Medium,1,12.993872157691035,8.141825886749174,2411.7802244979557,Medium,Manufacturing,Urban,4,1,3,1
19,Male,German,1,6.436814145296923,Low,2,16.164762012776343,7.505696662400542,3153.731388826612,Medium,Services,Rural,2,0,5,1
18,Female,German,1,0.0,Medium,0,9.9170003835869,5.333370010983992,1744.2614999772213,High,Services,Suburban,8,0,3,0
65,Male,Non-German,4,3.1933522422804645,Low,1,8.572400830572397,5.189397878393314,3101.63415361192,Medium,Services,Urban,1,0,2,1
29,Male,German,0,2.3521349980955635,Medium,3,4.006827766715722,6.973921278859357,2204.352602934823,Medium,Manufacturing,Urban,2,0,3,1
22,Male,German,2,2.75004053937157,High,0,9.078671155949122,4.6891879207907845,2312.139623369684,High,Other,Suburban,2,0,1,1
54,Male,German,0,1.3900811597917213,Medium,0,7.4785548760826055,6.381265191262422,4039.670782132165,High,Services,Rural,1,0,4,0
49,Female,German,1,3.7923988007683596,Medium,1,11.11450945856863,5.288406844140245,3029.8352638565293,Low,Tech,Suburban,5,1,5,0
26,Male,German,1,0.0,Medium,1,3.5109800848283914,6.736205296313626,2276.9556972515616,Medium,Services,Suburban,0,0,3,0
58,Female,German,1,3.8068737257425815,Medium,0,8.210729817240328,5.677964848675161,3149.4667782087613,Medium,Manufacturing,Suburban,2,1,3,0
52,Male,German,1,1.4565775596389192,High,2,1.7060115039422774,4.614837645219067,1824.3053567949676,Medium,Tech,Urban,3,0,1,1
36,Female,German,5,1.9992278197591318,Low,2,9.350450370220742,8.210613814807223,3305.8642622399097,Medium,Tech,Suburban,7,0,2,1
65,Female,Non-German,1,3.8770035391314757,Medium,2,10.703007526036815,6.479112474486763,3885.854549212747,High,Services,Urban,6,0,2,1
33,Female,German,1,3.157555455732667,Medium,0,1.513959633644669,5.892829249362279,3529.3829880172775,Medium,Services,Rural,2,0,6,1
20,Male,German,0,5.107841822812907,Medium,3,2.640990985255976,6.839977490441609,4726.1714435503745,Medium,Manufacturing,Suburban,3,0,5,0
37,Male,German,3,1.0609929883080211,Medium,0,2.816079917408926,2.6576253342067346,1449.2871509902277,High,Services,Suburban,1,0,4,0
41,Male,Non-German,2,2.838588695565745,Medium,2,7.289500165426716,10.180369649532121,3101.5752640638298,Low,Other,Urban,1,0,6,1
50,Female,German,0,4.777546234022302,High,3,2.410061548678227,6.049375527771317,1925.199416140384,Medium,Manufacturing,Urban,7,0,4,1
41,Male,German,1,3.722399487502797,High,4,13.513960888610917,2.0736541802373503,2861.4228549185877,Medium,Services,Urban,8,1,1,0
28,Male,Non-German,0,3.8511885069255927,Medium,2,9.744611926032144,8.394189052517913,3001.235174729802,Low,Other,Suburban,6,0,6,0
25,Female,Non-German,2,5.216085716766468,Medium,2,10.396158318937353,4.497222994634251,4823.876386379611,Medium,Services,Suburban,0,0,2,1
53,Male,German,1,2.187515102260944,High,1,1.6438084575466547,8.087426706552261,2952.1783116861334,Low,Services,Urban,5,1,2,1
55,Female,Non-German,1,1.766338245755458,Low,4,13.17271234211289,6.243134975425298,2937.2558237722797,High,Services,Suburban,8,0,3,0
57,Male,German,3,4.151808873864672,Low,3,10.598437760394248,2.859170350322029,3804.127285352072,Medium,Services,Rural,1,1,5,1
37,Male,German,3,2.7011370279778215,Medium,3,5.270617440482937,6.522523417210368,2957.742608377938,Medium,Services,Urban,2,1,3,0
52,Female,German,4,5.244407135395431,High,2,1.83292830118081,6.37541889625585,4464.917660203705,Medium,Services,Urban,4,1,3,1
65,Male,German,2,3.739546874230112,High,1,7.695491107724366,8.303542938773747,3535.7475914532038,Low,Manufacturing,Suburban,2,0,1,1
42,Female,Non-German,1,1.7532986394194765,Medium,3,6.13427435055491,7.0443277407768345,3662.802463856013,Low,Tech,Suburban,15,0,2,1
52,Male,German,3,3.6767680536222835,Low,1,6.300292657772161,3.5211767058898173,1505.9488508489949,Medium,Tech,Suburban,1,0,3,1
42,Male,German,0,1.1946006715549333,Medium,0,5.178272015687066,8.004538545237025,4588.170255069242,Medium,Services,Suburban,3,0,1,1
46,Female,Non-German,5,4.893856936714113,Low,3,10.885743629376337,5.171871134399355,2474.8328637583504,Medium,Services,Rural,4,0,1,1
35,Female,Non-German,0,0.2056953869036966,Low,2,0.0,9.44053061770987,2992.215865993325,Medium,Manufacturing,Urban,2,0,4,1
63,Female,German,2,5.44413054839237,Medium,3,13.719711161328355,5.290440225299285,2477.8368758917222,Medium,Manufacturing,Urban,5,1,2,0
35,Male,German,2,3.641753022369154,Low,3,11.992465954864482,5.577417284413488,2180.598951497701,Medium,Tech,Urban,2,0,4,1
19,Female,German,3,2.670878060754652,High,0,8.842740753181916,4.356159334852495,2038.2653062605282,Medium,Services,Urban,1,1,4,0
52,Male,Non-German,1,4.526668301867753,Medium,3,7.4236577181900225,5.002803928651652,3082.5933269592683,Low,Services,Urban,0,1,1,0
33,Male,German,2,4.02265328832471,Medium,2,12.33220262221433,4.47411863333577,1424.0825652475212,Medium,Manufacturing,Urban,1,0,3,0
58,Female,Non-German,2,5.660763371316121,Low,2,7.8309633756252115,8.352897650732544,2805.7581701504396,High,Manufacturing,Rural,3,0,3,1
53,Male,German,1,5.642123476706934,Medium,3,6.886282061906105,3.3369834008910946,3846.21491784179,Low,Services,Rural,7,0,1,0
50,Female,German,0,3.704580888332573,Low,1,12.55487227142439,7.609159271475284,3505.5537901937473,Medium,Tech,Urban,0,1,3,1
21,Male,German,5,1.2564586239168456,High,1,16.373582900199708,7.657320243035463,3345.9483101248484,Medium,Other,Suburban,1,0,2,1
50,Male,German,2,1.9169819991075177,High,2,4.115972706357444,8.75509504589315,2283.692366246753,Medium,Tech,Suburban,0,0,5,0
31,Female,German,0,2.8567062283767033,Medium,1,9.69919725390714,6.087523056879871,1731.123846144871,Medium,Other,Rural,3,0,5,1
38,Female,Non-German,1,5.163443388790188,Low,0,3.654432488489814,3.9466124838514336,3833.435295217276,Low,Other,Suburban,9,1,6,1
65,Female,German,3,2.087227077325049,High,2,10.006558729043434,5.656483905280076,2640.832147247861,Medium,Services,Urban,3,1,3,1
37,Female,German,0,2.254118959139727,Medium,4,4.887274086498001,7.189397059961625,2933.537247228893,Low,Manufacturing,Suburban,2,0,2,1
25,Female,Non-German,0,6.696701258534853,Low,2,12.846193027647045,6.169459877000276,2841.924345022113,Medium,Tech,Suburban,2,0,1,0
24,Female,German,1,2.791402977244547,Medium,0,7.599522392155009,6.733455504371626,3537.9143759047,High,Manufacturing,Suburban,0,0,2,0
20,Female,Non-German,4,1.7305362194667895,High,1,8.185914676819152,8.730572271782734,4474.652836900767,Medium,Services,Rural,3,0,1,0
34,Male,German,2,4.553292056788295,Low,5,14.524460389822334,7.164006708857232,4169.899321138743,Low,Manufacturing,Rural,2,1,3,1
50,Male,German,1,2.8877314340808304,Low,4,5.067988323550537,6.396883057061711,1134.209187842942,High,Services,Suburban,3,1,4,1
65,Male,German,2,0.22080167313286925,High,4,10.739368776422364,2.311276675558627,2753.168822968769,High,Services,Suburban,6,1,4,1
29,Female,German,4,5.0818281656147475,Low,4,5.466186232465203,4.4322988306905655,1922.6051851851687,Medium,Manufacturing,Rural,4,0,1,1
39,Female,Non-German,0,1.5059213586014506,Low,3,12.785190175372556,5.190649763611623,3750.7430860641475,Medium,Services,Urban,4,0,1,0
39,Male,German,1,3.0871711967791517,Medium,2,15.14702179532129,2.0457736410910896,3003.186785299267,Low,Tech,Urban,7,0,5,0
63,Female,German,4,2.8637217724252872,High,1,6.948371208500136,3.7814628270656656,3484.921497228289,High,Services,Urban,13,0,3,0
47,Female,German,1,3.4602023469397265,Medium,1,0.0,5.463094877606472,2684.7004235537665,Medium,Tech,Rural,2,0,0,1
55,Male,German,0,0.0,High,1,5.247451751393641,5.788563950597806,2168.502715255216,High,Manufacturing,Suburban,0,1,8,1
55,Female,Non-German,1,2.329801042401531,Medium,0,17.73054529608702,7.011620531287319,2305.3754145600315,Medium,Manufacturing,Urban,1,0,2,1
62,Female,German,1,5.249674120231404,Low,1,5.631543227241206,5.589414811897214,1773.5898661938154,Medium,Services,Rural,4,1,5,1
25,Male,German,0,5.530891039783308,High,4,15.084084601592242,6.496081285791609,1989.092744398744,High,Services,Suburban,0,0,3,0
44,Female,Non-German,0,1.0174192367193577,Medium,0,5.5748560394830164,5.164421101841869,1820.5655555931753,Medium,Services,Rural,0,0,2,0
44,Male,German,4,4.841196485423631,Low,1,5.476002576424127,6.0840264591069495,2171.437857749511,Low,Tech,Urban,0,0,7,1
51,Female,Non-German,2,1.477140491148832,Medium,3,11.116750308003216,6.901945621503415,2126.1774687750535,Low,Tech,Suburban,3,0,0,0
38,Female,German,1,2.2509354812254334,Medium,1,10.637363980276447,8.945260501326116,3315.2744840225755,Medium,Other,Suburban,2,0,3,1
47,Female,German,1,2.356031267081497,Low,2,11.40869672528762,4.970714383797574,3283.8893157239986,Low,Services,Suburban,1,1,4,0
50,Male,German,1,3.2176074194108164,Low,1,8.019642234254214,6.288363983017859,3314.4033654865484,Medium,Manufacturing,Suburban,0,0,4,1
45,Female,Non-German,0,5.002732912581725,Medium,2,12.137440392058236,7.738255074436388,3939.9962898012645,Medium,Services,Rural,3,1,4,0
64,Female,Non-German,1,3.529169072058222,High,3,11.846000377215873,3.1208127843395657,2937.329686899108,Medium,Manufacturing,Urban,1,1,8,1
50,Male,German,2,2.7477364793523105,Medium,1,12.596112251993175,9.995652250054262,2375.3483223336702,Medium,Services,Rural,0,0,4,0
22,Female,German,0,4.934622466076431,High,5,5.5057637788034395,8.358061505183894,4769.122860744162,High,Manufacturing,Urban,3,1,2,1
65,Male,German,1,1.394677219532571,Low,5,12.134516811115645,2.5770230292701197,3724.516722643037,Low,Services,Urban,2,0,1,1
36,Female,German,2,2.845565113064101,Low,1,5.91465543013139,6.74276368320688,3121.855834563646,Medium,Manufacturing,Urban,1,1,2,1
21,Male,German,2,4.991562456755057,Low,0,7.371595080041966,4.871093132271769,3066.2995631938647,Low,Manufacturing,Urban,3,0,0,1
52,Male,Non-German,1,4.058612423581146,Low,1,7.289491849506805,5.205303936163777,3231.72281672024,Medium,Services,Urban,0,0,4,1
34,Male,German,1,2.0673920451101746,Low,3,4.007584356208913,6.701002993644209,2838.318975716626,High,Services,Rural,4,0,3,0
61,Female,German,1,0.0,Medium,1,1.0579295585610948,8.100799071748877,3102.5796332030577,High,Tech,Suburban,0,0,1,1
45,Male,German,1,3.6217163815896227,High,0,12.894896170018885,5.0682541156534295,3399.503728492637,Medium,Services,Urban,0,1,3,0
47,Female,German,1,0.0,High,3,5.191001830547426,5.095103588432786,2418.7710288275644,Medium,Manufacturing,Suburban,4,1,6,1
46,Male,German,3,2.57499727061767,Low,2,6.921041101699631,6.744333524732217,1692.7073185303725,High,Services,Urban,3,1,4,0
63,Male,German,2,5.357896798473336,High,0,5.077132879605404,7.143912643944999,1339.4857856883075,High,Manufacturing,Urban,0,0,1,0
23,Female,Non-German,4,4.1935172926036985,Medium,0,6.973381853190808,3.9857372563918387,3710.319055146972,High,Tech,Suburban,0,0,1,0
52,Female,German,2,0.0,Low,1,5.976388238430542,9.447345803383909,1733.6606698260377,Medium,Tech,Suburban,5,0,3,1
58,Male,German,2,3.400903008680634,High,2,13.116335477769688,4.713371345680357,3372.2751951663013,High,Manufacturing,Suburban,4,0,3,0
54,Female,German,2,2.3616601707948113,Medium,1,5.637983405612942,7.92934847937284,2076.515283961493,Low,Services,Urban,1,0,7,1
41,Female,Non-German,2,0.45256519854910104,Low,0,14.858216591044032,6.903409299781354,2089.4032431520563,Low,Other,Suburban,3,0,5,1
46,Female,Non-German,0,3.6700425916042048,Medium,3,12.557085596788406,7.212647844016574,2425.4409915953906,Low,Services,Suburban,0,0,7,1
63,Male,German,1,2.0165243024185457,Low,0,6.1022120340220845,4.752097167517464,3155.305721604515,Low,Tech,Rural,2,0,3,1
48,Male,Non-German,2,2.0289319227210045,Medium,2,9.279246539184712,2.5522995623799223,1969.126633297926,Medium,Services,Urban,0,0,2,1
52,Female,German,1,3.2480902368534403,Medium,1,10.077385318388535,5.957197004181603,2506.4540237647047,High,Manufacturing,Suburban,1,0,4,1
50,Male,German,1,1.748230938197031,High,1,11.366428815033565,5.965439727877408,2979.4247422555545,Medium,Tech,Suburban,0,1,2,0
38,Female,German,1,3.1914716677331265,Low,3,11.761868030885719,4.083956184629424,2031.790567322449,Medium,Services,Rural,1,0,6,1
49,Female,German,1,1.8133502207401317,Medium,2,8.746530626050955,7.8358863831242225,4142.587371579753,Medium,Services,Urban,1,1,3,0
40,Female,German,1,1.923077078754916,Medium,3,4.18230760143236,5.896941123627119,1621.9698059249588,Medium,Services,Suburban,1,0,1,1
50,Female,Non-German,0,4.985859538591056,Medium,3,10.563553298054483,4.381854676115095,2825.464654039336,Medium,Services,Urban,0,1,2,1
20,Female,Non-German,2,5.189343272760553,Medium,5,7.053974498169907,7.170142688768163,4018.032506068401,High,Tech,Suburban,1,0,6,0
35,Male,German,2,0.0,Medium,2,0.0,7.22324000222542,1940.4267488875103,Medium,Services,Urban,4,0,4,1
42,Female,German,2,4.494145687693105,High,0,9.561113908238184,4.567304121728199,2912.2993196098273,Medium,Services,Urban,1,0,3,0
59,Male,German,0,5.797182009252211,High,1,5.063559795045035,8.466783864818762,3106.2869461337987,Medium,Tech,Suburban,3,1,4,0
48,Male,German,3,6.114753634807153,High,1,6.166447692585253,10.486487926460708,2354.583638397985,High,Services,Urban,1,0,3,1
20,Female,German,1,4.040759451770238,High,2,8.024084543266767,3.819939009052708,2938.013780534491,Low,Services,Urban,1,0,4,0
57,Female,German,0,0.8852042845122052,Medium,3,1.7854118265202361,5.632612067246814,3449.1555686879615,Medium,Tech,Urban,2,1,2,1
63,Female,German,1,4.259961680695069,High,4,8.556165908453545,6.674019601797982,2626.2874413456875,Medium,Other,Urban,9,0,7,1
41,Female,Non-German,1,1.2614952895681668,Medium,0,6.73317022290292,10.560520460597854,3611.4636913043087,Medium,Services,Rural,0,0,3,0
49,Male,German,4,2.3140696676866916,Medium,1,4.491120056452427,4.5324454343852425,3314.184752305592,High,Services,Suburban,0,0,4,0
64,Male,German,1,3.7661643140896377,Medium,2,8.184967300072797,4.120831022810503,2533.6798390772533,Medium,Tech,Rural,2,0,6,1
39,Female,Non-German,0,1.3904813067625217,Medium,2,1.2392151294687936,4.107161705430497,3901.9634936980397,Medium,Tech,Urban,8,0,4,0
40,Male,German,2,0.7071993865644313,Low,3,8.302507113561614,8.442847186783904,2407.250309053502,High,Tech,Rural,13,0,2,0
19,Male,German,1,3.9315466369816465,High,1,9.882395654013438,4.58433744353213,3684.714644324171,Medium,Services,Urban,1,1,6,0
44,Male,German,1,6.73444840862463,Medium,1,9.220994638470284,4.299731594564763,2421.587441371146,Medium,Services,Suburban,1,1,2,0
59,Male,German,1,5.486468660958927,Low,2,11.155536830194569,6.461934657390308,2747.141312926611,Medium,Services,Urban,3,0,3,0
19,Male,Non-German,1,4.41437237010019,Medium,0,12.661409530208465,6.616442623167961,2869.884568178285,Low,Tech,Suburban,2,0,2,1
43,Male,German,1,4.958370871179467,Low,3,7.674609091857005,8.142040944225672,3270.8664727090895,Medium,Tech,Suburban,3,1,4,1
34,Male,German,3,4.2754389943638325,Low,3,12.381797938035799,6.183852074014453,1069.2414637732193,Low,Manufacturing,Urban,6,1,6,1
57,Male,Non-German,1,3.8998004588187856,Low,3,7.659659337395915,6.497864211920534,3366.4124411918847,High,Services,Urban,4,1,2,1
50,Female,Non-German,0,4.797235679197294,Medium,3,5.20215650580289,5.789458768841399,2918.016621486073,Medium,Services,Suburban,2,0,2,0
26,Male,Non-German,0,0.26327381589195564,Medium,2,6.428997526411681,3.391386152947173,3228.592129021273,Low,Other,Urban,1,1,6,1
60,Male,German,1,3.398970598885826,Medium,5,9.067910359486635,5.6007906552726405,3401.990658897682,Medium,Services,Urban,3,1,2,0
65,Female,German,3,2.8381035875123133,Medium,3,12.340711392689268,6.1256671458386815,3315.0470703930114,Medium,Services,Urban,1,0,1,1
56,Male,Non-German,0,3.1578056622891273,Medium,1,8.00585141925516,5.112353040617336,1394.111318192758,Low,Manufacturing,Suburban,1,0,6,1
46,Female,Non-German,0,2.077255570506421,Medium,4,5.305372513587233,2.871092026752063,2151.191520969582,Low,Services,Rural,0,0,4,1
59,Female,German,2,4.040975689548464,Medium,2,13.777040187281514,3.7300190644777604,3266.2527474608505,Medium,Manufacturing,Urban,0,0,4,0
43,Male,German,0,1.364143980624786,Medium,2,2.2607339546133796,5.921237404209704,3159.7569573003184,Medium,Tech,Urban,2,1,2,0
52,Male,German,0,1.9322901412159315,Low,0,5.331178462094699,7.86550619181052,2368.3570515869433,Medium,Tech,Rural,5,1,1,1
42,Female,Non-German,1,1.6922401726957994,Low,1,11.571137512907955,9.364568192246432,3590.111360047905,Medium,Services,Suburban,0,1,4,1
41,Female,German,0,4.727893274539738,Medium,2,15.065828986150247,5.632338839359756,2794.859864697136,Medium,Services,Urban,2,1,5,1
30,Male,German,1,2.9765529935816133,Medium,1,9.92272505688158,4.566251458575051,3708.581083105484,Medium,Tech,Rural,1,0,5,1
24,Female,German,1,2.078335320406474,Low,3,8.99955023265532,5.25498100293239,3968.017049156595,Medium,Services,Urban,0,0,2,1
53,Male,German,0,2.2531406099676388,Low,5,6.836539319237301,3.907169527612577,3222.641641250542,Medium,Manufacturing,Urban,9,1,2,0
62,Female,Non-German,2,3.007761233360814,High,2,10.192284632197044,7.575491082622863,3444.441985466045,Medium,Other,Rural,5,0,3,1
37,Male,German,1,6.2443498377397075,High,2,8.51747068404325,10.275223258758448,2513.2319348541914,High,Tech,Rural,0,0,7,0
18,Female,Non-German,1,0.5269593273066562,Medium,2,4.9818745839418295,4.6149302312899945,3713.7678982479883,Medium,Tech,Urban,3,0,3,1
25,Female,Non-German,3,4.351019995359571,Medium,1,6.764024926518051,3.615916911676136,3174.4994957448025,High,Manufacturing,Urban,1,0,5,1
63,Female,German,0,3.9437246760620157,Medium,1,4.530216013277617,8.012966659980568,2764.2311689246553,Medium,Manufacturing,Urban,15,0,4,1
33,Female,German,0,1.2340692031064484,High,3,8.054462457523307,6.636103096357919,2024.9453334258753,Low,Manufacturing,Urban,1,0,2,0
31,Male,German,3,5.933746580309373,High,4,8.647357892170406,6.669858051790976,2611.64690471672,Medium,Manufacturing,Urban,0,0,0,0
29,Male,Non-German,1,4.078560901761353,Low,2,14.537532794591057,9.176347856341907,2112.419564128205,Medium,Tech,Urban,2,1,4,0
40,Male,German,3,1.9845333935404867,High,4,5.610411497237514,3.2670273587292673,3609.191791151489,Medium,Manufacturing,Rural,5,1,0,0
32,Male,German,2,0.0,Low,2,7.276892980786051,3.211166869482189,3976.343927671092,Medium,Tech,Rural,0,1,1,1
45,Female,Non-German,4,3.458293668998225,Low,3,13.036725286052818,5.6765713676387906,3733.0153591438966,High,Services,Suburban,3,0,1,1
51,Male,German,2,2.9105088304880335,Medium,2,15.220357401831562,6.126807021720985,4988.816197022138,Medium,Services,Suburban,0,1,6,1
